所属年级,来源,具体来源,章节,试卷题号,题目截图,题干文本,所属章节,参考答案,答案文本,参考解析,,,,,,,,,
高中,模拟题,2023-2024学年上海市宝山区高三（上）期末数学试卷（一模）,,15,,"15. (5分) 已知 $z$ 是复数, $\bar{z}$ 是其共轭复数, 则下列命题中正确的是 ( )
A. $z^{2}=|z|^{2}$
B. 若 $|z|=1$, 则 $|z-1-i|$ 的最大值为 $\sqrt{2}+1$
$C$. 若 $z=(1-2 i)^{2}$, 则复平面内 $\bar{z}$ 对应的点位于第一象限
D. 若 $1-3 i$ 是关于 $x$ 的方程 $x^{2}+p x+q=0(p, q \in R)$ 的一个根, 则 $q=-8$",数系的扩充与复数的引用,B,B,,,,,,,,,,
高中,模拟题,2023-2024学年上海市宝山区高三（上）期末数学试卷（一模）,,16,,"16. (5分) 已知集合 $S$ 是由某些正整数组成的集合, 且满足：若 $a \in S$, 则当且仅当 $a=m+n($ 其中 $m, n \in S$ 且 $m \neq n)$, 或 $a=p+q$ ( 其中 $p, q \notin S, p, q \in Z^{*}$ 且 $p \neq q$ ). 现有如下两个命题：(1) $4 \in S$ ；(2)集合 $\{x \mid x=3 n+5, n \in N\} \subseteq S$. 则下列选项中正确的是 )
A. (1)是真命题, (2) 是真命题
B. (1)是真命题, (2)是假命题
C. (1) 是假命题, (2) 是真命题
D. (1)是假命题, (2) 是假命题.",集合与函数概念,C,C,,,,,,,,,,
高中,模拟题,2023-2024学年上海市宝山区高三（上）期末数学试卷（一模）,,18,,"18. (14分) 在 $\triangle A B C$ 中, 角 $A, B, C$ 的对边分别为 $a, b, c$.
(1) 若 $2 a \sin B=\sqrt{3} b$, 求角 $A$ 的大小;
( 2 ) 若 $B C$ 边上的高等于 $\frac{a}{2}$, 求 $\frac{c}{b}+\frac{b}{c}$ 的最大值.",解三角形,,"【答案】
(1) $\frac{\pi}{3}$ 或 $\frac{2 \pi}{3}$ ；
( 2) $2 \sqrt{2}$.",,,,,,,,,,
高中,模拟题,2023-2024学年上海市宝山区高三（上）期末数学试卷（一模）,,21,,"21. (18分) 已知函数 $f(x)=e^{x}-x, g(x)=e^{-x}+x$, 其中 $e$ 为自然对数的底数.
(1) 求函数 $y=f(x)$ 的图象在点 $(1, f(1))$ 处的切线方程;
( 2 ) 设函数 $F(x)=a f(x)-g(x)$,
(1) 若 $a=e$, 求函数 $y=F(x)$ 的单调区间, 并写出函数 $y=F(x)-m$ 有三个零点时实数 $m$ 的取值范围；
(2) 当 $0 \lt a \lt 1$ 时, $x_{1} 、 x_{2}$ 分别为函数 $y=F(x)$ 的极大值点和极小值点, 且不等式 $F\left(x_{1}\right)+t F\left(x_{2}\right) \gt 0$ 对任意 $a \in(0,1)$ 恒成立, 求实数 $t$ 的取值范围.",导数及其应用,,"【答案】 (1) $y=(e-1) x$ ；
（2） (1) $F(x)$ 的单调增区间为 $(-\infty,-1)$ 和 $(0,+\infty)$, 单调减区间为 $(-1,0) ； m$ 的取值范围为 $(e-1,2)$ ； (2) $(-\infty,-1]$.",,,,,,,,,,
高中,模拟题,2023年山东省潍坊市昌乐二中高考数学三模试卷,,1,,"1. 已知复数 $z$ 是一元二次方程 $x^{2}-2 x+2=0$ 的一个根, 则 $|z|$ 的值为 $(\quad)$
A. 1
B. $\sqrt{2}$
C. 0
D. 2",数系的扩充与复数的引用,B,B,,,,,,,,,,
高中,模拟题,2023年山东省潍坊市昌乐二中高考数学三模试卷,,11,,"11. 已知 $\triangle A B C$, 角 $A, B, C$ 所对的边分别为 $a, b, c$, 则下列条件一定能够使 $\triangle A B C$ 为等腰三角形的是 ( )
A. $a \cos B=b \cos A$
B. $\left(a^{2}+b^{2}\right) \sin (A-B)=\left(a^{2}-b^{2}\right) \sin (A+B)$
C. $\cos B \cos C=\frac{1-\cos A}{2}$
D. $\frac{a}{\sin B}+\frac{b}{\sin A} \leq 2 c$",解三角形,ACD,ACD,,,,,,,,,,
高中,模拟题,2023年山东省潍坊市昌乐二中高考数学三模试卷,,14,,"14. 已知函数 $f(x)=\sqrt{3} \sin 2 x-\cos 2 x$, 若将 $f(x)$ 的图象向左平行移动 $\frac{\pi}{6}$ 个单位长度后得到 $g(x)$ 的图象, 则把 $y=2 \cos 2 x$ 的图象向右至少平行移动个单位可得到 $g(x)$ 的图象.",三角函数,,【答案】 $\frac{\pi}{6}$.,,,,,,,,,,
高中,模拟题,2023年山东省潍坊市昌乐二中高考数学三模试卷,,17,,"17. 已知锐角 $\triangle A B C$ 中, 角 $A, B, C$ 所对的边分别为 $a, b, c$, 且 $\frac{\sin (A-B)}{\cos B}=\frac{\sin (A-C)}{\cos C}$.
( 1 ) 若角 $A=\frac{\pi}{3}$, 求角 $B$;
(2) 若 $a \sin C=1$, 求 $\frac{1}{a^{2}}+\frac{1}{b^{2}}$ 的最大值",解三角形,,"【答案】
( 1 ) $\frac{\pi}{3}$;
( 2 ) $\frac{25}{16}$.",,,,,,,,,,
高中,模拟题,2023年山东省潍坊市昌乐二中高考数学三模试卷,,22,,"22. 已知函数 $f(x)=\sqrt{\frac{2 x}{x+1}}, g(x)=\frac{\sin x}{x}$.
(1) 求 $f(x)$ 的单调区间;
( 2 ) 证明: $-\frac{1}{4} \lt g(x) \lt 1$ ；
(3) 设 $x_{1}=\sqrt{2}, x_{n+1}=f\left(x_{n}\right)$, 证明: $x_{1} x_{2} \ldots x_{n} \lt \frac{\pi}{2}$.",导数及其应用,,"【答案】( 1$)(-\infty,-1),(0,+\infty)$ ；
(2) 证明过程见解析;
( 3 ) 证明过程见解析.",,,,,,,,,,
高中,模拟题,2023年广东省深圳市光明区高考数学二模试卷,,1,,"1. (5分) 已知集合 $A=\{x \mid x \gt 0\}, B=\{x \mid-1 \lt x \lt 5\}$ 则 $A \cap B=(\quad)$
A. $\{x \mid x \gt -1\}$
B. $\{x \mid-1 \lt x \lt 5\}$
C. $\{x \mid 0 \lt x \lt 5\}$
D. $\{x \mid x \lt 5\}$",集合与函数概念,C,C,,,,,,,,,,
高中,模拟题,2023年广东省深圳市光明区高考数学二模试卷,,2,,"2. ( 5 分 ) 已知䫝数 $z=a+b i(a, b \in R), i$ 是虚数单位, 若 $z-\bar{z}=2 \sqrt{3} i$, 则复数 $z$ 的虚部为 $(\quad)$
A. $\sqrt{3}$
B. $2 \sqrt{3}$
C. $\sqrt{3}^{i}$
D. $2 \sqrt{3} i$",数系的扩充与复数的引用,A,A,,,,,,,,,,
高中,模拟题,2023年广东省深圳市光明区高考数学二模试卷,,4,,"4. (5 分) 已知函数 $f(x)=2 \sin (\pi+x) \cos x$, 则 $f\left(\frac{\pi}{6}\right)=(\quad)$
A. $\frac{\sqrt{3}}{2}$
B. $-\frac{\sqrt{3}}{2}$
C. $\frac{1}{2}$
D. $-\frac{1}{2}$",三角函数,B,B,,,,,,,,,,
高中,模拟题,2023年广东省深圳市光明区高考数学二模试卷,,7,,"7. (5分) 已知 $a=e^{\ln \frac{1}{4}}, b=\frac{1}{2} \ln \sqrt{2.8}, c=\sin \frac{1}{4}$, 则 $a, b, c$ 的大小关系是 ( )
A. $b \gt a \gt c$
B. $a \gt b \gt c$
C. $c \gt b \gt a$
D. $b \gt c \gt a$",函数的应用,A,A,,,,,,,,,,
高中,模拟题,2023年广东省深圳市光明区高考数学二模试卷,,8,,"8. (5分) 函数 $f(x)=|\ln x|-e^{-x}$ 的所有零点的乘积为 $m$, 则 ( )
A. $1 \lt m \lt e$
B. $m=1$
C. $0 \lt m \lt 1$
D. $m \gt e$",函数的应用,C,C,,,,,,,,,,
高中,模拟题,2023年广东省深圳市光明区高考数学二模试卷,,14,,"14. (5 分) 若曲线 $y=\ln x+\frac{1}{x}$ 在 $x=2$ 处切线的倾斜角为 $\alpha$, 则 $\tan \alpha=$",导数及其应用,,$\frac{1}{4}$.,,,,,,,,,,
高中,模拟题,2023年广东省深圳市光明区高考数学二模试卷,,17,,"17. (10分) 已知在 $\triangle A B C$ 中, 角 $A, B, C$ 的对边分别为 $a, b, c, a=\sqrt{6}, b=2, c=1$.
（1）求角 $A$ 的余弦值；
（2）设点 $O$ 为 $\triangle A B C$ 的外心 (外接圆的圆心), 求 $\overrightarrow{A O} \cdot \overrightarrow{A B}, \overrightarrow{A O} \cdot \overrightarrow{A C}$ 的值.",解三角形,,"【答案】
( 1 ) $-\frac{1}{4}$;
( 2 ) $\overrightarrow{A O} \cdot \overrightarrow{A B}=\frac{1}{2}, \overrightarrow{A O} \cdot \overrightarrow{A C}=2$.",,,,,,,,,,
高中,模拟题,2023年广东省深圳市光明区高考数学二模试卷,,22,,"22. (12分) 已知函数 $f(x)=\frac{a e^{2 x}-1}{x}$ 的图象在 $(1, f(1))$ 处的切线经过点 $\left(2,2 e^{2}\right)$.
(1) 求 $a$ 的值及函数 $f(x)$ 的单调区间;
( 2 ) 设 $g(x)=\frac{a x^{2}-1}{\ln x}$, 若关于 $x$ 的不等式 $\lambda x g(x) \leq e^{2 \lambda x}-1$ 在区间 $(1,+\infty)$ 上恒成立, 求正实数 $\lambda$ 的取值范围.",导数及其应用,,"【答案】
( 1$) a=1$ ；函数 $f(x)=\frac{e^{2 x}-1}{x}$ 的单调增区间为 $(-\infty, 0),(0,+\infty)$, 无单调减区间；
( 2 ) $\left[\frac{1}{e},+\infty\right)$.",,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,1,,"1. (5分) 已知集合 $A=\left\{x \in Z \mid-x^{2}+3 x+4 \geq 0\right\}, B=\{x \mid x=2 n, n \in Z\}$, 则 $A \cap B=($ )
A. $\{0,2,4\}$
B. $\{-1,1,3\}$
C. $\{-4,-2,0\}$
D. $\{-3,-1,1\}$",集合与函数概念,A,A,,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,7,,"7. (5分) 已知 $\theta \in\left(\frac{\pi}{2}, \pi\right), \frac{16}{3} \cos ^{2} \frac{\theta}{2}=1+\cos 2 \theta$, 则 $\tan \theta=(\quad)$
A. $\frac{\sqrt{5}}{2}$
B. $-\frac{\sqrt{5}}{2}$
C. $\frac{2 \sqrt{5}}{5}$
D. $-\frac{2 \sqrt{5}}{5}$",三角恒等变换,B,B,,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,10,,"10. ( 5 分) 将函数 $f(x)=\sin \left(\frac{1}{2} \omega x-\frac{\pi}{6}\right)(\omega \gt 0)$ 的图象上所有点的横坐标缩短到原来的 $\frac{1}{4}$, 纵坐标不变, 得到函数 $g(x)$ 的图象. 若 $g(x)$ 在 $\left(0, \frac{\pi}{3}\right)$ 上有且仅有 3 个极值点, 则 $\omega$ 的取值范围为 $(\quad)$
A. $\left(\frac{5}{2}, \frac{11}{2}\right]$
B. $\left(\frac{5}{2}, 4\right]$
C. $\left(4, \frac{11}{2}\right]$
D. $\left(\frac{11}{2}, 7\right]$",三角函数,C,C,,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,12,,"12. (5 分) 已知函数 $f(x)=\left\{\begin{array}{l}\frac{3}{2}(x+2)^{2}-m-1, x \leq-1, \\ (2 x+2) e^{-x}-m, x \gt -1,\end{array}\right.$ 若关于 $x$ 的方程 $[f(x)]^{2}-\left(m^{2}+3\right) f(x)+m^{3}-m^{2}+3 m=0$ 有且仅有 4 个不同的实数根, 则实数 $m$ 的取值范围为 $(\quad)$
A. $\left(\frac{1}{4}, 1\right)$
B. $\left(-\frac{1}{2}, 0\right)$
C. $\left(0, \frac{1}{4}\right)$
D. $\left(-\frac{1}{2}, 1\right)$",函数的应用,A,A,,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,13,,"13. (5分) 若复数 $z$ 满足 $(z-\bar{z})(1+i)=-2+2 i$, 则复数 $z$ 的虚部为",数系的扩充与复数的引用,1,1,,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,14,,"14. (5 分) 已知实数 $x, y$ 满足 $\left\{\begin{array}{l}y \geq-2 x, \\ y \leq 1-x, \\ y \geq x,\end{array}\right.$, 则 $\frac{y}{x+7}$ 的最大值是",不等式,,【答案】 $\frac{1}{3}$.,,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,16,,"16. (5分) 在锐角 $\triangle A B C$ 中, 角 $A, B, C$ 的对边分别为 $a, b, c, \tan A \sin A(\tan B \tan C-1)=2 \tan B \tan C, \sin B \gt \sin C$, 且 $b \sin B+$ $c \sin C=\operatorname{masin} A$, 则实数 $m$ 的取值范围为",解三角形,,"$(1, \sqrt{2})$.",,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,21,,"21. (12分) 已知函数 $f(x)=-\frac{x^{2}}{e^{x}}+(b-1) x+a$ 在 $x=0$ 处的切线与 $y$ 轴垂直. (其中 $e$ 是自然对数的底数)
（1）设 $g(x)=\frac{x+2}{2 e^{x}}, x \in(0,+\infty)$, 当 $a=1$ 时, 求证: 函数 $f(x)$ 在 $x \in(0,+\infty)$ 上的图象恒在函数 $g(x)$ 的图象的上方；
( 2 ) $\forall x \in[0,+\infty)$, 不等式 $2\left[e^{x} f(x)-\cos x\right] \gt \ln (x+1)$ 恒成立, 求实数 $a$ 的取值范围.",导数及其应用,,"【答案】（1 ）详见证明；（２） $a \in(1,+\infty)$.",,,,,,,,,,
高中,模拟题,2023年四川省成都市四七九名校高考数学全真模拟试卷（理科）（二）,,23,,"23. 设函数 $f(x)=|m x-2|+x-6$.
(1) 当 $m=8$ 时, 求不等式 $f(x) \leq-|x+2|$ 的解集；
( 2 ) 若函数 $g(x)=f(x)+|12-m x|-x$ 的最小值为 $\lambda$, 且正实数 $a, b, c$ 满足 $a+2 b+2 c=\lambda$, 求 $\frac{1}{a}+\frac{1}{b}+\frac{4}{b+2 c}$ 的最小值.",不等式,,"【答案】
( 1 ) $\left[-\frac{1}{3}, \frac{3}{5}\right]$.
( 2 ) 4 .",,,,,,,,,,
